LEG_ORIGIN_CODE,Origin BR,1st booking Cut off,2nd Booking cut off,Origin BR City,LEG_DEST_CODE,Dest BR,Dest BR City,COMBO,DEPARTURE_DAY,DEPARTURE_TIME,ARRIVAL_DAY,ARRIVAL_TIME,Ratnesh's Distance,Leg Distance,Ratnesh's Time,Leg Running Hrs,Ratnesh's Arrival Time,CD In,Processing End,Load ready for dispatch,load_min,load_night,dep_night,is_feasible,Connection Type,Mode,Connection Departure Time,Origin Hub,time_diff_min,SLA_COLOR
M78,ANDHERI WEST BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M78-M10,0,22:30:00,0,23:30:00,6.78,,00:29:00,01:00,22:59:00,23:29:00,01:29:00,01:59:00,119,1559,1680,True,Zonal,Surface,04:00:00,M10,121,GREEN
M01,LOWER PAREL BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M01-M10,0,20:30:00,0,22:00:00,20.23,,00:51:00,01:30,21:21:00,21:51:00,23:51:00,00:21:00,21,1461,1680,True,Zonal,Surface,04:00:00,M10,219,GREEN
M01,LOWER PAREL BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M01-M10,0,22:00:00,0,23:30:00,20.23,,00:51:00,01:30,22:51:00,23:21:00,01:21:00,01:51:00,111,1551,1680,True,Zonal,Surface,04:00:00,M10,129,GREEN
M01,LOWER PAREL BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M01-M10,0,23:30:00,1,00:30:00,20.23,,00:49:00,01:00,00:19:00,00:49:00,02:49:00,03:19:00,199,1639,1680,True,Zonal,Surface,04:00:00,M10,41,GREEN
M01,LOWER PAREL BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M01-M10,1,00:30:00,1,02:00:00,20.23,,00:49:00,01:30,01:19:00,01:49:00,03:49:00,04:19:00,259,1699,1680,False,Zonal,Surface,04:00:00,M10,-19,RED
M01,LOWER PAREL BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M01-M10,1,01:30:00,1,03:00:00,20.23,,00:50:00,01:30,02:20:00,02:50:00,04:50:00,05:20:00,320,1760,1680,False,Zonal,Surface,04:00:00,M10,-80,RED
M02,FORT BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M02-M10,0,20:00:00,0,22:00:00,28.22,,00:51:00,02:00,20:51:00,21:21:00,23:21:00,23:51:00,1431,1431,1680,True,Zonal,Surface,04:00:00,M10,249,GREEN
M02,FORT BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M02-M10,0,22:00:00,1,23:30:00,28.22,,00:51:00,01:30,22:51:00,23:21:00,01:21:00,01:51:00,111,1551,1680,True,Zonal,Surface,04:00:00,M10,129,GREEN
M02,FORT BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M02-M10,0,23:00:00,1,00:30:00,28.22,,00:51:00,01:30,23:51:00,00:21:00,02:21:00,02:51:00,171,1611,1680,True,Zonal,Surface,04:00:00,M10,69,GREEN
M05,GOREGAON BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M05-M10,0,21:00:00,0,22:00:00,10.0,,00:30:00,01:00,21:30:00,22:00:00,00:00:00,00:30:00,30,1470,1680,True,Zonal,Surface,04:00:00,M10,210,GREEN
M05,GOREGAON BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M05-M10,0,22:30:00,0,23:30:00,10.0,,00:30:00,01:00,23:00:00,23:30:00,01:30:00,02:00:00,120,1560,1680,True,Zonal,Surface,04:00:00,M10,120,GREEN
M05,GOREGAON BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M05-M10,0,23:00:00,1,00:30:00,10.0,,00:30:00,01:30,23:30:00,00:00:00,02:00:00,02:30:00,150,1590,1680,True,Zonal,Surface,04:00:00,M10,90,GREEN
M06,GHATKOPAR BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M06-M10,0,20:30:00,0,23:00:00,4.4,,00:17:00,02:30,20:47:00,21:17:00,23:17:00,23:47:00,1427,1427,1680,True,Zonal,Surface,04:00:00,M10,253,GREEN
M06,GHATKOPAR BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M06-M10,0,22:30:00,1,00:15:00,4.4,,00:17:00,01:45,22:47:00,23:17:00,01:17:00,01:47:00,107,1547,1680,True,Zonal,Surface,04:00:00,M10,133,GREEN
M06,GHATKOPAR BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M06-M10,0,23:30:00,1,00:30:00,4.4,,00:17:00,01:00,23:47:00,00:17:00,02:17:00,02:47:00,167,1607,1680,True,Zonal,Surface,04:00:00,M10,73,GREEN
M07,THANE BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M07-M10,0,21:15:00,0,22:00:00,20.19,,00:46:00,00:45,22:01:00,22:31:00,00:31:00,01:01:00,61,1501,1680,True,Zonal,Surface,04:00:00,M10,179,GREEN
M07,THANE BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M07-M10,0,22:00:00,0,23:30:00,20.19,,00:46:00,01:30,22:46:00,23:16:00,01:16:00,01:46:00,106,1546,1680,True,Zonal,Surface,04:00:00,M10,134,GREEN
M07,THANE BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M07-M10,0,22:30:00,1,00:00:00,20.19,,00:46:00,01:30,23:16:00,23:46:00,01:46:00,02:16:00,136,1576,1680,True,Zonal,Surface,04:00:00,M10,104,GREEN
M08,VASHI BRANCH,20:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M08-M10,0,20:00:00,0,22:00:00,22.82,,00:51:00,02:00,20:51:00,21:21:00,23:21:00,23:51:00,1431,1431,1680,True,Zonal,Surface,04:00:00,M10,249,GREEN
M08,VASHI BRANCH,20:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M08-M10,0,22:30:00,1,00:30:00,22.82,,00:47:00,02:00,23:17:00,23:47:00,01:47:00,02:17:00,137,1577,1680,True,Zonal,Surface,04:00:00,M10,103,GREEN
M08,VASHI BRANCH,20:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M08-M10,0,23:00:00,1,00:30:00,22.82,,00:47:00,01:30,23:47:00,00:17:00,02:17:00,02:47:00,167,1607,1680,True,Zonal,Surface,04:00:00,M10,73,GREEN
M08,VASHI BRANCH,20:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M08-M10,1,00:00:00,1,01:30:00,22.82,,00:48:00,01:30,00:48:00,01:18:00,03:18:00,03:48:00,228,1668,1680,True,Zonal,Surface,04:00:00,M10,12,ORANGE
M08,VASHI BRANCH,20:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M08-M10,1,00:30:00,1,02:00:00,22.82,,00:49:00,01:30,01:19:00,01:49:00,03:49:00,04:19:00,259,1699,1680,False,Zonal,Surface,04:00:00,M10,-19,RED
M45,CHEMBUR BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M45-M10,0,20:00:00,0,21:30:00,9.65,,00:30:00,01:30,20:30:00,21:00:00,23:00:00,23:30:00,1410,1410,1680,True,Zonal,Surface,04:00:00,M10,270,GREEN
M45,CHEMBUR BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M45-M10,0,21:30:00,0,23:00:00,9.65,,00:29:00,01:30,21:59:00,22:29:00,00:29:00,00:59:00,59,1499,1680,True,Zonal,Surface,04:00:00,M10,181,GREEN
M45,CHEMBUR BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M45-M10,0,23:30:00,1,00:30:00,9.65,,00:29:00,01:00,23:59:00,00:29:00,02:29:00,02:59:00,179,1619,1680,True,Zonal,Surface,04:00:00,M10,61,GREEN
M48,ANDHERI BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M48-M10,0,21:00:00,0,22:00:00,6.31,,00:25:00,01:00,21:25:00,21:55:00,23:55:00,00:25:00,25,1465,1680,True,Zonal,Surface,04:00:00,M10,215,GREEN
M48,ANDHERI BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M48-M10,0,22:00:00,0,23:00:00,6.31,,00:25:00,01:30,22:25:00,22:55:00,00:55:00,01:25:00,85,1525,1680,True,Zonal,Surface,04:00:00,M10,155,GREEN
M48,ANDHERI BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M48-M10,0,22:30:00,0,23:30:00,6.31,,00:25:00,01:30,22:55:00,23:25:00,01:25:00,01:55:00,115,1555,1680,True,Zonal,Surface,04:00:00,M10,125,GREEN
M48,ANDHERI BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M48-M10,0,23:30:00,1,00:30:00,6.31,,00:25:00,01:00,23:55:00,00:25:00,02:25:00,02:55:00,175,1615,1680,True,Zonal,Surface,04:00:00,M10,65,GREEN
M59,BHANDUP BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M59-M10,0,20:30:00,0,22:00:00,11.27,,00:37:00,01:00,21:07:00,21:37:00,23:37:00,00:07:00,7,1447,1680,True,Zonal,Surface,04:00:00,M10,233,GREEN
M59,BHANDUP BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M59-M10,0,22:30:00,0,23:30:00,11.27,,00:37:00,01:00,23:07:00,23:37:00,01:37:00,02:07:00,127,1567,1680,True,Zonal,Surface,04:00:00,M10,113,GREEN
M59,BHANDUP BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M59-M10,0,23:30:00,1,00:00:00,11.27,,00:37:00,00:30,00:07:00,00:37:00,02:37:00,03:07:00,187,1627,1680,True,Zonal,Surface,04:00:00,M10,53,GREEN
M61,DAHISAR BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M61-M10,0,21:30:00,0,22:30:00,20.65,,00:46:00,01:00,22:16:00,22:46:00,00:46:00,01:16:00,76,1516,1680,True,Zonal,Surface,04:00:00,M10,164,GREEN
M61,DAHISAR BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M61-M10,0,23:30:00,1,00:30:00,20.65,,00:46:00,01:00,00:16:00,00:46:00,02:46:00,03:16:00,196,1636,1680,True,Zonal,Surface,04:00:00,M10,44,GREEN
M04,MIDC BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M04-M10,0,20:30:00,0,21:30:00,3.83,,00:09:00,01:00,20:39:00,21:09:00,23:09:00,23:39:00,1419,1419,1680,True,Zonal,Surface,04:00:00,M10,261,GREEN
M04,MIDC BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M04-M10,0,21:00:00,0,22:00:00,3.83,,00:09:00,01:00,21:09:00,21:39:00,23:39:00,00:09:00,9,1449,1680,True,Zonal,Surface,04:00:00,M10,231,GREEN
M04,MIDC BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M04-M10,0,22:30:00,0,22:45:00,3.83,,00:09:00,00:15,22:39:00,23:09:00,01:09:00,01:39:00,99,1539,1680,True,Zonal,Surface,04:00:00,M10,141,GREEN
M04,MIDC BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M04-M10,1,23:30:00,1,00:30:00,3.83,,00:09:00,01:00,23:39:00,00:09:00,02:09:00,02:39:00,159,1599,1680,True,Zonal,Surface,04:00:00,M10,81,GREEN
M66,MAHAPE BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M66-M10,0,21:00:00,1,22:30:00,19.02,,00:49:00,01:30,21:49:00,22:19:00,00:19:00,00:49:00,49,1489,1680,True,Zonal,Surface,04:00:00,M10,191,GREEN
M66,MAHAPE BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M66-M10,0,22:00:00,1,23:30:00,19.02,,00:48:00,01:30,22:48:00,23:18:00,01:18:00,01:48:00,108,1548,1680,True,Zonal,Surface,04:00:00,M10,132,GREEN
M66,MAHAPE BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M66-M10,0,23:30:00,1,01:00:00,19.02,,00:49:00,01:30,00:19:00,00:49:00,02:49:00,03:19:00,199,1639,1680,True,Zonal,Surface,04:00:00,M10,41,GREEN
M78,ANDHERI WEST BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M78-M10,0,20:00:00,0,21:30:00,6.78,,00:29:00,01:30,20:29:00,20:59:00,22:59:00,23:29:00,1409,1409,1680,True,Zonal,Surface,04:00:00,M10,271,GREEN
M78,ANDHERI WEST BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M78-M10,0,22:00:00,0,23:00:00,6.78,,00:29:00,01:00,22:29:00,22:59:00,00:59:00,01:29:00,89,1529,1680,True,Zonal,Surface,04:00:00,M10,151,GREEN
M78,ANDHERI WEST BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M78-M10,0,22:30:00,0,23:30:00,6.78,,00:29:00,01:00,22:59:00,23:29:00,01:29:00,01:59:00,119,1559,1680,True,Zonal,Surface,04:00:00,M10,121,GREEN
M01,LOWER PAREL BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M01-M10,0,20:30:00,0,22:00:00,20.23,,00:51:00,01:30,21:21:00,21:51:00,23:51:00,00:21:00,21,1461,1560,True,Zonal,Surface,02:00:00,M10,99,GREEN
M01,LOWER PAREL BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M01-M10,0,22:00:00,0,23:30:00,20.23,,00:51:00,01:30,22:51:00,23:21:00,01:21:00,01:51:00,111,1551,1560,True,Zonal,Surface,02:00:00,M10,9,ORANGE
M01,LOWER PAREL BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M01-M10,0,23:30:00,1,00:30:00,20.23,,00:49:00,01:00,00:19:00,00:49:00,02:49:00,03:19:00,199,1639,1560,False,Zonal,Surface,02:00:00,M10,-79,RED
M01,LOWER PAREL BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M01-M10,1,00:30:00,1,02:00:00,20.23,,00:49:00,01:30,01:19:00,01:49:00,03:49:00,04:19:00,259,1699,1560,False,Zonal,Surface,02:00:00,M10,-139,RED
M01,LOWER PAREL BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M01-M10,1,01:30:00,1,03:00:00,20.23,,00:50:00,01:30,02:20:00,02:50:00,04:50:00,05:20:00,320,1760,1560,False,Zonal,Surface,02:00:00,M10,-200,RED
M02,FORT BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M02-M10,0,20:00:00,0,22:00:00,28.22,,00:51:00,02:00,20:51:00,21:21:00,23:21:00,23:51:00,1431,1431,1560,True,Zonal,Surface,02:00:00,M10,129,GREEN
M02,FORT BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M02-M10,0,22:00:00,1,23:30:00,28.22,,00:51:00,01:30,22:51:00,23:21:00,01:21:00,01:51:00,111,1551,1560,True,Zonal,Surface,02:00:00,M10,9,ORANGE
M02,FORT BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M02-M10,0,23:00:00,1,00:30:00,28.22,,00:51:00,01:30,23:51:00,00:21:00,02:21:00,02:51:00,171,1611,1560,False,Zonal,Surface,02:00:00,M10,-51,RED
M05,GOREGAON BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M05-M10,0,21:00:00,0,22:00:00,10.0,,00:30:00,01:00,21:30:00,22:00:00,00:00:00,00:30:00,30,1470,1560,True,Zonal,Surface,02:00:00,M10,90,GREEN
M05,GOREGAON BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M05-M10,0,22:30:00,0,23:30:00,10.0,,00:30:00,01:00,23:00:00,23:30:00,01:30:00,02:00:00,120,1560,1560,True,Zonal,Surface,02:00:00,M10,0,ORANGE
M05,GOREGAON BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M05-M10,0,23:00:00,1,00:30:00,10.0,,00:30:00,01:30,23:30:00,00:00:00,02:00:00,02:30:00,150,1590,1560,False,Zonal,Surface,02:00:00,M10,-30,RED
M06,GHATKOPAR BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M06-M10,0,20:30:00,0,23:00:00,4.4,,00:17:00,02:30,20:47:00,21:17:00,23:17:00,23:47:00,1427,1427,1560,True,Zonal,Surface,02:00:00,M10,133,GREEN
M06,GHATKOPAR BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M06-M10,0,22:30:00,1,00:15:00,4.4,,00:17:00,01:45,22:47:00,23:17:00,01:17:00,01:47:00,107,1547,1560,True,Zonal,Surface,02:00:00,M10,13,ORANGE
M06,GHATKOPAR BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M06-M10,0,23:30:00,1,00:30:00,4.4,,00:17:00,01:00,23:47:00,00:17:00,02:17:00,02:47:00,167,1607,1560,False,Zonal,Surface,02:00:00,M10,-47,RED
M07,THANE BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M07-M10,0,21:15:00,0,22:00:00,20.19,,00:46:00,00:45,22:01:00,22:31:00,00:31:00,01:01:00,61,1501,1560,True,Zonal,Surface,02:00:00,M10,59,GREEN
M07,THANE BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M07-M10,0,22:00:00,0,23:30:00,20.19,,00:46:00,01:30,22:46:00,23:16:00,01:16:00,01:46:00,106,1546,1560,True,Zonal,Surface,02:00:00,M10,14,ORANGE
M07,THANE BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M07-M10,0,22:30:00,1,00:00:00,20.19,,00:46:00,01:30,23:16:00,23:46:00,01:46:00,02:16:00,136,1576,1560,False,Zonal,Surface,02:00:00,M10,-16,RED
M08,VASHI BRANCH,20:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M08-M10,0,20:00:00,0,22:00:00,22.82,,00:51:00,02:00,20:51:00,21:21:00,23:21:00,23:51:00,1431,1431,1560,True,Zonal,Surface,02:00:00,M10,129,GREEN
M08,VASHI BRANCH,20:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M08-M10,0,22:30:00,1,00:30:00,22.82,,00:47:00,02:00,23:17:00,23:47:00,01:47:00,02:17:00,137,1577,1560,False,Zonal,Surface,02:00:00,M10,-17,RED
M08,VASHI BRANCH,20:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M08-M10,0,23:00:00,1,00:30:00,22.82,,00:47:00,01:30,23:47:00,00:17:00,02:17:00,02:47:00,167,1607,1560,False,Zonal,Surface,02:00:00,M10,-47,RED
M08,VASHI BRANCH,20:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M08-M10,1,00:00:00,1,01:30:00,22.82,,00:48:00,01:30,00:48:00,01:18:00,03:18:00,03:48:00,228,1668,1560,False,Zonal,Surface,02:00:00,M10,-108,RED
M08,VASHI BRANCH,20:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M08-M10,1,00:30:00,1,02:00:00,22.82,,00:49:00,01:30,01:19:00,01:49:00,03:49:00,04:19:00,259,1699,1560,False,Zonal,Surface,02:00:00,M10,-139,RED
M45,CHEMBUR BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M45-M10,0,20:00:00,0,21:30:00,9.65,,00:30:00,01:30,20:30:00,21:00:00,23:00:00,23:30:00,1410,1410,1560,True,Zonal,Surface,02:00:00,M10,150,GREEN
M45,CHEMBUR BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M45-M10,0,21:30:00,0,23:00:00,9.65,,00:29:00,01:30,21:59:00,22:29:00,00:29:00,00:59:00,59,1499,1560,True,Zonal,Surface,02:00:00,M10,61,GREEN
M45,CHEMBUR BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M45-M10,0,23:30:00,1,00:30:00,9.65,,00:29:00,01:00,23:59:00,00:29:00,02:29:00,02:59:00,179,1619,1560,False,Zonal,Surface,02:00:00,M10,-59,RED
M48,ANDHERI BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M48-M10,0,21:00:00,0,22:00:00,6.31,,00:25:00,01:00,21:25:00,21:55:00,23:55:00,00:25:00,25,1465,1560,True,Zonal,Surface,02:00:00,M10,95,GREEN
M48,ANDHERI BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M48-M10,0,22:00:00,0,23:00:00,6.31,,00:25:00,01:30,22:25:00,22:55:00,00:55:00,01:25:00,85,1525,1560,True,Zonal,Surface,02:00:00,M10,35,GREEN
M48,ANDHERI BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M48-M10,0,22:30:00,0,23:30:00,6.31,,00:25:00,01:30,22:55:00,23:25:00,01:25:00,01:55:00,115,1555,1560,True,Zonal,Surface,02:00:00,M10,5,ORANGE
M48,ANDHERI BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M48-M10,0,23:30:00,1,00:30:00,6.31,,00:25:00,01:00,23:55:00,00:25:00,02:25:00,02:55:00,175,1615,1560,False,Zonal,Surface,02:00:00,M10,-55,RED
M59,BHANDUP BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M59-M10,0,20:30:00,0,22:00:00,11.27,,00:37:00,01:00,21:07:00,21:37:00,23:37:00,00:07:00,7,1447,1560,True,Zonal,Surface,02:00:00,M10,113,GREEN
M59,BHANDUP BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M59-M10,0,22:30:00,0,23:30:00,11.27,,00:37:00,01:00,23:07:00,23:37:00,01:37:00,02:07:00,127,1567,1560,False,Zonal,Surface,02:00:00,M10,-7,RED
M59,BHANDUP BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M59-M10,0,23:30:00,1,00:00:00,11.27,,00:37:00,00:30,00:07:00,00:37:00,02:37:00,03:07:00,187,1627,1560,False,Zonal,Surface,02:00:00,M10,-67,RED
M61,DAHISAR BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M61-M10,0,21:30:00,0,22:30:00,20.65,,00:46:00,01:00,22:16:00,22:46:00,00:46:00,01:16:00,76,1516,1560,True,Zonal,Surface,02:00:00,M10,44,GREEN
M61,DAHISAR BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M61-M10,0,23:30:00,1,00:30:00,20.65,,00:46:00,01:00,00:16:00,00:46:00,02:46:00,03:16:00,196,1636,1560,False,Zonal,Surface,02:00:00,M10,-76,RED
M04,MIDC BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M04-M10,0,20:30:00,0,21:30:00,3.83,,00:09:00,01:00,20:39:00,21:09:00,23:09:00,23:39:00,1419,1419,1560,True,Zonal,Surface,02:00:00,M10,141,GREEN
M04,MIDC BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M04-M10,0,21:00:00,0,22:00:00,3.83,,00:09:00,01:00,21:09:00,21:39:00,23:39:00,00:09:00,9,1449,1560,True,Zonal,Surface,02:00:00,M10,111,GREEN
M04,MIDC BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M04-M10,0,22:30:00,0,22:45:00,3.83,,00:09:00,00:15,22:39:00,23:09:00,01:09:00,01:39:00,99,1539,1560,True,Zonal,Surface,02:00:00,M10,21,ORANGE
M04,MIDC BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M04-M10,1,23:30:00,1,00:30:00,3.83,,00:09:00,01:00,23:39:00,00:09:00,02:09:00,02:39:00,159,1599,1560,False,Zonal,Surface,02:00:00,M10,-39,RED
M66,MAHAPE BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M66-M10,0,21:00:00,1,22:30:00,19.02,,00:49:00,01:30,21:49:00,22:19:00,00:19:00,00:49:00,49,1489,1560,True,Zonal,Surface,02:00:00,M10,71,GREEN
M66,MAHAPE BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M66-M10,0,22:00:00,1,23:30:00,19.02,,00:48:00,01:30,22:48:00,23:18:00,01:18:00,01:48:00,108,1548,1560,True,Zonal,Surface,02:00:00,M10,12,ORANGE
M66,MAHAPE BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M66-M10,0,23:30:00,1,01:00:00,19.02,,00:49:00,01:30,00:19:00,00:49:00,02:49:00,03:19:00,199,1639,1560,False,Zonal,Surface,02:00:00,M10,-79,RED
M78,ANDHERI WEST BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M78-M10,0,20:00:00,0,21:30:00,6.78,,00:29:00,01:30,20:29:00,20:59:00,22:59:00,23:29:00,1409,1409,1560,True,Zonal,Surface,02:00:00,M10,151,GREEN
